text,category
sarkar trailer  m views tamil,Positive
nee vaa thala ungaluku naanga irukom ak army,Positive
rompa expectiona iruku thala sekiram vaathala  august waiting  thala speech sema mass last dialog super,Positive
maraaana masssss  yappa innu yevlo young ah iurkare  semmaa,Positive
ada bgm theivame aniruth nee valga,Positive
the style ambassador  marana masssssssssssssssssssssssssssssssssss ,Positive
thala always mass thala takkaru doi,Positive
oh ithuku than rangaraj pandey ajith ku sombu adichathuku karanama,Positive
nee free aa ticket kodutha kuda na viswasam dha povan thiruku thakida,Negative
thala i love  you  semmaya irukku trailer   ,Positive
that final madurai petta stylemaranam mass maranamadhuku avantan poranthu varanumlove you thalaivaaa,Mixed_feelings
thala ajith sir eppawum maasss,Positive
comments section la irrukura angali pangali ellam like pottutu ponga,Positive
eppa enna panna poorom    sewwt sapda porom,unknown_state
ethu hr nte  krishh alle ,Negative
king  of you tube thala,Positive
marana waiting for nerkonda parvai,Positive
vera level acting chiyaan vikram anna,Positive
pandey thalaya vey ethirthu pesuriya goyala theatre pakkam varuva la va,Positive
 viewsare  in  minutes,Mixed_feelings
thalapathy fans inga like podunga papom evlo per vanthurukinga  am thala blood,Positive
nanbargale petta vum viswasam compare panna theenga ajith mm nalla manushan rajiyum nalla manushan rendu perum jaikkattumsumma unarchiya kilapatheenga,Positive
ena da panni vechu irukinga semaya iruku,Positive
                                         love you thala,unknown_state
thalaaa        vera level miss you thala,Positive
thalaivar style its vera level,Positive
name kum patathukum ennada sam at ham erukku,Negative
finally star is back with super,Positive
hit like for nawaz n rajinikanth sit,Positive
ore super star thalaivar  rajini mattum yevanum porunthu vare povethille   ,Positive
thala  semaa  mass  gethu  india no trending,Positive
thala vera level bgm vera level,Positive
thalaivaaaaaaaa itha first movie movie mathiri iruku thalaivaaaaaaaaaaaaaaaaaaaa,Positive
thalaivar mass vijay anna gethu sasi sir waiting,Positive
haiyayo oru like ku mela poda mudilaye thala,Positive
super shankar sir vera level sir marana waiting sir,Positive
konjam othingiru odi pathingiru varrathu thalaivaru petta parak,Positive
i am thalapathy fan  asuran,Positive
dislike for rajini kaga  trailer nalla iruku,Mixed_feelings
indha mari thalaivar pathu rombha naal aachi get rajinified  pakka mass trailer,Positive
kandipa movie flape nu thariuthu confirm movie flap nu nanikuravanga like,Negative
you  maaassss you  daaa,Positive
          super star santhosathala haeart nindidum pola erkku super super,Positive
robot speaks about nerkonda paarvai,Mixed_feelings
arumai ya irukku vetri pera vazhththukkal by thalapathy veriyan,Negative
 watch in   majic oh akshay kumar,Mixed_feelings
yeppa verithanam da saamypadam na ippadi irukanum,Positive
podu thala mass uh,Positive
rajinikum vayasu agala thalaivar rasiganukum vayasu agala hence proved by views and likes,Positive
rajinikanth amass sasikumar aclass vijay sethupathy abass,Positive
ethirpartha alavukku illabgm mattama irukku why ghibran    ,Mixed_feelings
final dialogue  seruppadi kelvi to  haters,Positive
itha moveku apparam yaarum jathiya pathai pesamatanga,Positive
vj sethupathi ku important ilaa ,Positive
kv anandh sir surya sir fan sangada paduvanganu ninainga kappan trailer than soona sir,Mixed_feelings
namakku thevayanadha namma tha adichu vanganum,Positive
marana waiting semma mass thala ethula rangaraj pandey vera super,Negative
arthashastram unga vazhy  dharmashastram enn vazhy,Mixed_feelings
 times ku mela pathavanga like pannunga,Positive
original  pink remake  nerkonda paarvai but ajith kumar acting is killer,Positive
i seen  i does not like this movie,Negative
thala  yuvan bgm vera level,Positive
kola gaandu la irukaen padam paaka,Positive
you  bgm king veara level,Positive
 vayasuku yeththa nadippaa ithunee vera level thalaivaaun nadipuku inai nee mattumey,Positive
morning elundhu trailer paathavanga like here,Positive
haters ithaium mokka endu sonnenga enda ulahathile ungala vida poramai kaararhal yaareme illada,Positive
enga thala vera level la varar,Positive
pure masssemmaaa maassssssmarana massssvaaa thalaivaaaaaa waiting for petta and viswasamverithanamaaa,Positive
roshan mask potutu vantu hero nu sonna nambirvomaa,Mixed_feelings
bgm super     ar rahman  sir,Positive
innkkum intha trailer pakkaravanga like pannunga,Positive
superb akshay sir and rajni sir,Positive
movie naticha oru oruththangaloda interview pathutu pathtu intha teaser pakuren pa semma mass thala nenga,Positive
all thala fans nanglu yenna mukki mukki like potaalu  m mudiyalea ,Negative
dei new sense onakkusense illayada nee solla thevallam viswasathukku than kodida maramanda,Positive
tharamana sambavam pongal day la iruku sema rajni rajni dan one and only super star,Positive
trailer paarthu goosebumps aanavanga like podunga,Negative
mairu maari padam eduka tha laaiku aaathoo,Negative
ithu maari neraiya neriya neriya padam nadinga thala,Positive
rajini sir looking semma fresh,Positive
wathalaka hollywood range la iruku trailer,Positive
vera level  waiting for movie,Positive
oruthavarukku viswasama irukirathukku kaga mathavangala yeh asinga paduthirienga,Positive
all the best lokesh kanagaraj thalapathy  vera level ahh irukanum thalapathy ahhh mass ahh katanum,Negative
yarellam padatha pathuttu trailer pakka varinga,Positive
k reached  in m therika viduvomaaaaa,Positive
super trailer love frm assam for vikram sir,Positive
evanuggada antha  k dislikes uh,Positive
superstar na kandippa rajinikanth mattum than,Negative
that bgm goose bumps ring tone vaika poran,Positive
gvp ku come back movie ah irukkanum,Positive
waiting for  million likes varum solravaga thala fans hit like button,Positive
thalayum nalla padam kudukkurar thalapathiyum nalla padam kudukkurar sanda podama rendu perayum rasikkalame nanba,Positive
super sk anna super tailar super hero,Positive
wow comment padhne walo aa jao,Negative
thalaivaa sema i love you thalaiva,Positive
mothathula viswasathuku bulb kudukkurathukagave yedutha mathiri iruku,Mixed_feelings
 super star rajinikanth sir amazing,Positive
i am thalapathy fans  nice super star anna,Positive
padam pathuttu inga vanthavanga like podunga,Positive
 and thalaivar haters kaala vilundhu kadharuvanunga pola padam nalla illanu paithiya karanunga,Positive
padam odutho illayo hero na continues ha padam pannanum dhanush doing that adhukkey avarukku special salute,Negative
tha vera level padam pola ,Mixed_feelings
welcome back super starchuma adhurudu la,Positive
vera level trailer thalaivaaaaaaaaaaaaaaaaaaaaaaaaa  semaya,Positive
thala nkp  trending sri lanka,Positive
kadaisi dialogue serupadi to ajith and vijay rasigarkaluku,Positive
ayo ayo namma aalungaluku vera velaiya ellaya daw epadium mokka padam thaan therinju poachu,Mixed_feelings
illaya thalaimuraiku vazhividunga ranini take rest,Positive
you thala comboalways awesome times mela pathavanga thatunga like,Positive
gv prakash is back to form nu ninaikiravanga like it,Positive
vera level thalaiva mass marana masss,Mixed_feelings
ningalum unna client in than poi soltringa,Positive
  intha music ah engaiyo ketta mathiri irukke   ,Negative
me no so so in love love an,Positive
maranam mass you maranam athukku avan thaan poranthu varanumnamma thalaivarpetta paraak,Positive
vera  trailer movie ku marana waiting,Positive
this is not mass movie this is maaran movie  vetri maaran,Positive
dislike pannavankalku koonjam kooda rasanai ae ilathalaivar vera levelll,Mixed_feelings
thalaivar dha thalaivar dha vera  level,Mixed_feelings
padam dc movie madhri irutta iruku nu ninaikiravanga like podunga,Negative
semaya iruku pazhya rajni style ellam partha madhuri wow sema,Positive
vera leval thalaivaa  pongal blockbuster,Positive
iam from andhra     i will support vijay sethupati sir   all tamil guys supporting  mega star,unknown_state
comment neraiya panunga pangaligala target k comments comment more,Positive
frame to frame remaje of hindi movie pink,Positive
pink movie   tamil  remake ahh,Positive
inimey dhan sirapana sambavangala pakka pora vera level thalaiva,Positive
thalaivaaaaaaaaaaaaaaa dialogue delivery vera level marana waiting for thalaivar in screen on pongal,Positive
ethana peru chitti reloaded scene kaga marupadiyum pathinga,Positive
can i get  like pls,Negative
vera level bgm and stylish vikram sema mass,Negative
thalaiva i love you trailer vera level mass,Positive
rajini avlothan fans ila waste othungitarunu aprm vayasu agirychu sona haters savungada,Mixed_feelings
m likes varanunu asai padaravangayellam like pannunga,Positive
vjs karupan village getup next sangathamizhan block buster,Positive
thalaiva superstar rajinikanth very very super,Positive
 thank me later goosebumbs d  like,Mixed_feelings
thala sonna kadaisi doiluge athu thala fanuke sonna mathiri iruku sema ,Positive
itha padam block buster vara valthukkal,Mixed_feelings
dei paaranjith paarudaa ithai ithu than naanga xpect panura rajini s kids rajini hatts off kaasupuraaj,Positive
vfx very very poor worst to see in screenwaste,Positive
thala innum konjam naal la thatta va var mariduvaru,Positive
dislike pottavanlamenga poi mutti saga porano,Positive
superstar rajni kanth akshay kumar,Positive
thalayoda nadippu romba strong ga irukku kankalagidichi chense illa he is real human,Positive
ratchasan music madiri iruku starting strings,unknown_state
thalivar da yaar yenna sonnalum thalivar thalivar dha,Positive
bgm you rocks  thala always,Positive
dis like potavan thalaivar parthu bayam daa adha dis like poduran,unknown_state
m cross panniruchu sahoo nkp ku o  oooo,Positive
 nee yaaruda komaali fame jainth,Negative
 minutes epadi pochu ne terila completely involved,Positive
petta padam vera level marana mass da idhu rajini gethu gethu thanda tm audio guru,Mixed_feelings
i want rajni like this one not a kaala sema mass,Positive
 felt like enakku enna solradhune theriyala  oru coffee sollunga  adei,Positive
rajini sir plssss actor ah ve irundhudunga plsssss,Mixed_feelings
thuuku dhurai on next level,Positive
sakthimaan scene s kids life natantha visayam ya    ,Mixed_feelings
padatha pakka wait panravagga like here,Positive
marvel dc lam orama pongada enga tamil cinemavuku nu oru hero vanthachu,Mixed_feelings
oruthar mela viswasam kaatrathukkaga innoruthara yen asinga paduthuringa,Mixed_feelings
thala fans ellarukum good morning      ,Positive
sirapana tharamana sambavangala inemae dha parka porafor hatersyoung superstar is back,Positive
dialogue ellam semma mass  varusam ulla eruthathu thaney theyrium athu ku munnati  semmmaaaaaa,Positive
thairiyama dewali ku va thalaiva  nanga irukom irupom  ,unknown_state
plz do one in hindi also,unknown_state
bigil trailer ku wait pandravanga like podunga,Positive
thalaivaaaaa ni thayan super star ennnaaa style i am waiting,Positive
daily pathalum konjam kooda bore adikkala,Positive
vettu kuthu thavirthu vera mathiri story varadha vetrimaaran ketta vartha illadha varaikum happy,Positive
august  tamil naaduke  bikil  adikapothu,Positive
vayasu pasanga villanunga kilavaaaa hero kodumaiiiii,Negative
kaithi paathavanga sollunga kgf mari irukka,Positive
dailyum thala ya pakkama irukka mudiyala,Positive
dei ennada conair padatha kavuthi pota madiri iruku unga kaithir thiruttu payale lokesuh,Positive
acting verithanam nu solravanga like panunga,Positive
ipo thaan  lakhs views nu irunthu athukula vasuper,Positive
bgm is like vivegam thalai viduthalai song,Positive
ellorum video ku like  pannunga,Positive
thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva,Positive
thala fan but karthi sema actor last kavalan siruthai nabagam varuthu brother nariya par maranthu erupanga,Positive
padam andha maari  kaithi loading karthi acting verithanam,Positive
who like vetrimaran and dhanush combo like,Positive
telugu sri maha lakshmi srihari hero movie  remake,Negative
thala na eppo may vera level,Positive
deivamae na expect panna rajini padam ethu tha not o kaala kabali,Positive
semma trailer last dialogue superb,Positive
i am seeing seeingseeing and seeing more than  times who else here like me,Positive
ipadi naraiya naraiya naraiya naraiyaaa  like podunga pa video ku,Positive
christopher bale ni lan en da innum uyiroda iruka,unknown_state
zee tamil la intha movie pakkura ipo,Negative
daily morning  times minimum pakuravanga like me,Positive
myru mathiri irukku ajith ku set aagala,Positive
ayyoooo alagu alaguuuuu thalaivaaaa love uuuuuuuu sema handsome thalaivaaa,Positive
pls comment if you are a true chiyaan fan,Positive
superb mass veera leval jai thalaiva rajini sir  i am waiting for peta telugu version,Positive
boos is back rajani is super,Positive
mass ke mass vera level trailer  meralavitutinga thalaiva dialogue pichiuduringa,Positive
ellaarum sweet sapdaporam pongaluku petta paaraaak,Positive
tha vera level thala va thala va va va,Positive
viswasam trailer got k in just  hrs  ,Positive
citizen  nerkonda paarvai  samukathuku eatra padam   thalapathy fans,Mixed_feelings
petta vs visvasam petta  reply visvasam  like,unknown_state
vijay sethupathi fans hit like here,Positive
pandey  thala nadippuku tough kuduka mudila pola,Positive
thala dialogue vera lvl movie la,Positive
maranaa maasss pettaa  thalaivaaaaar style kaattaa  rajini fans ku vettai  podu kuthu paataa,Positive
ennada intha bgm  kaththi bgm  ahilla vivegam movie la vara viduthalai song ah ,Negative
rajani killatu naai arivu  ketta  jenmankal  tn tamils   ,Negative
shankar  superstar star rajnikanth combo industry hit,Positive
